,asset,chrtagnt,clcode,effdate,fdicregn,name,trust,total_violations,unique_violations,year,decade,violation,no_violation
19076,38978.0,OTS,33,08/07/1992,Atlanta,Citadel Federal Savings Bank,0.0,1.0,1.0,1992,1990,1.0,0.0
19080,234209.0,OTS,33,09/15/2007,Atlanta,Monticello Bank,0.0,3.0,3.0,2007,2000,1.0,0.0
19084,77029.0,STATE,35,01/10/1997,Dallas,Colorado Springs Savings and Loan Association,0.0,1.0,1.0,1997,1990,1.0,0.0
19085,61665.0,OCC,33,11/30/2012,Atlanta,E*TRADE United Bank,0.0,1.0,1.0,2012,2010,1.0,0.0
19086,65075.0,OTS,33,08/31/1994,San Francisco,"Home Federal Bank, SB",0.0,1.0,1.0,1994,1990,1.0,0.0
19092,57479.0,OTS,33,12/31/1997,San Francisco,Flagship Bank FSB,0.0,2.0,2.0,1997,1990,1.0,0.0
19097,36626.0,STATE,35,06/05/1993,Dallas,Sun Savings Association,0.0,1.0,1.0,1993,1990,1.0,0.0
19101,68981.0,OTS,33,07/12/1999,Atlanta,"Oceanmark Bank, A FSB",0.0,1.0,1.0,1999,1990,1.0,0.0
19103,85449.0,OTS,33,07/30/1996,Atlanta,"Key Florida Bank, A Federal Savings Bank",0.0,5.0,5.0,1996,1990,1.0,0.0
19108,1201922.0,OTS,33,01/22/2010,Dallas,Charter Bank,0.0,4.0,4.0,2010,2010,1.0,0.0
19109,128700.0,OTS,33,01/01/2006,Kansas City,"First Savings Bank, F.S.B.",0.0,2.0,2.0,2006,2000,1.0,0.0
19115,433512.0,OCC,33,04/27/2012,Atlanta,Plantation Federal Bank,0.0,6.0,6.0,2012,2010,1.0,0.0
19129,163831.0,OTS,33,06/27/1996,Dallas,"River Valley Bank, FSB",0.0,1.0,1.0,1996,1990,1.0,0.0
19134,492643.0,OTS,33,04/01/1995,Atlanta,"AMTRUST BANK, F.S.B.",0.0,1.0,1.0,1995,1990,1.0,0.0
19136,79070.0,OTS,33,11/22/1996,Atlanta,"Preferred Bank, A FSB",0.0,1.0,1.0,1996,1990,1.0,0.0
19140,9315611.0,OCC,33,08/31/2022,San Francisco,"American Savings Bank, FSB",0.0,4.0,4.0,2022,2020,1.0,0.0
19149,3851.0,OTS,33,09/30/2008,Chicago,Universal Savings Bank FA,0.0,1.0,1.0,2008,2000,1.0,0.0
19154,69141.0,OTS,33,11/05/1998,Atlanta,Bankers Savings Bank,0.0,1.0,1.0,1998,1990,1.0,0.0
19157,25391417.0,OCC,3,12/01/2022,New York,"Flagstar Bank, National Association",1.0,6.0,6.0,2022,2020,1.0,0.0
19168,6299148.0,OCC,3,08/31/2022,San Francisco,"LendingClub Bank, National Association",0.0,6.0,6.0,2022,2020,1.0,0.0
19172,76826.0,OTS,33,06/01/1996,Atlanta,"Treasure Coast Bank, A Federal Savings Bank",0.0,1.0,1.0,1996,1990,1.0,0.0
19179,71928.0,OTS,38,05/11/1990,Kansas City,"Topeka Savings, A Federal Savings and Loan Association",0.0,1.0,1.0,1990,1990,1.0,0.0
19180,56201.0,OTS,33,09/25/2000,New York,First Virgin Islands FSB,0.0,2.0,2.0,2000,2000,1.0,0.0
19185,724698.0,OCC,3,04/01/2000,Chicago,TCF National Bank Wisconsin,0.0,1.0,1.0,2000,2000,1.0,0.0
19187,21365.0,OTS,33,06/30/2011,Chicago,American Home Bank,0.0,3.0,3.0,2011,2010,1.0,0.0
19189,382803.0,OTS,33,07/16/2010,Atlanta,Woodlands Bank,0.0,5.0,5.0,2010,2010,1.0,0.0
19190,36469.0,OTS,33,09/12/2002,Kansas City,"First American Savings Bank, F.S.B.",0.0,1.0,1.0,2002,2000,1.0,0.0
19193,2473806.0,OTS,33,09/28/2007,Atlanta,NetBank,0.0,2.0,2.0,2007,2000,1.0,0.0
19194,28089.0,OTS,33,05/11/1990,Dallas,"Great West Savings Bank, F.S.B.",0.0,2.0,2.0,1990,1990,1.0,0.0
19199,322131.0,OCC,33,11/01/2011,Atlanta,Federal Trust Bank,0.0,5.0,5.0,2011,2010,1.0,0.0
19201,255920.0,OTS,33,10/22/2010,San Francisco,"First Arizona Savings, A FSB",0.0,2.0,2.0,2010,2010,1.0,0.0
19202,203262.0,OTS,33,12/04/2009,Atlanta,Greater Atlantic Bank,0.0,5.0,5.0,2009,2000,1.0,0.0
19208,35355.0,OTS,33,09/14/1990,Dallas,First Federal Savings Bank of Hempstead,0.0,2.0,2.0,1990,1990,1.0,0.0
19220,1002511.0,OTS,33,12/13/1996,Kansas City,"First Bank, Federal Savings Bank",1.0,1.0,1.0,1996,1990,1.0,0.0
19222,671140.0,OTS,33,11/30/1998,Dallas,"Local America Bank of Tulsa, A Federal Savings Bank",0.0,3.0,3.0,1998,1990,1.0,0.0
19225,422245.0,OTS,37,04/26/1991,Dallas,Red River Federal Savings and Loan Association,0.0,2.0,2.0,1991,1990,1.0,0.0
19227,80148.0,STATE,35,07/18/1997,Atlanta,"Lowcountry Savings Bank, Inc.",0.0,1.0,1.0,1997,1990,1.0,0.0
19232,517.0,OTS,33,09/09/2005,Dallas,"First Heights Bank, a  FSB",0.0,1.0,1.0,2005,2000,1.0,0.0
19233,3161743.0,OCC,3,08/31/2022,Chicago,"NATIONAL COOPERATIVE BANK, N.A.",0.0,1.0,1.0,2022,2020,1.0,0.0
19235,2461979.0,OTS,33,11/03/2006,Chicago,Union Federal Bank of Indianapolis,1.0,4.0,4.0,2006,2000,1.0,0.0
19239,13464352.0,OTS,33,08/21/2009,Dallas,Guaranty Bank,1.0,24.0,24.0,2009,2000,1.0,0.0
19240,588856.0,STATE,81,08/12/1998,Dallas,"Franklin Federal Bancorp, A Federal Savings Bank",0.0,2.0,2.0,1998,1990,1.0,0.0
19242,151484.0,OCC,3,03/23/1998,Chicago,Peoples National Bank,1.0,1.0,1.0,1998,1990,1.0,0.0
19244,6244877.0,OCC,3,10/01/2006,Dallas,"Citibank Texas, National Association",1.0,3.0,3.0,2006,2000,1.0,0.0
19245,48437.0,OTS,33,10/23/2009,Kansas City,"United Security Savings Bank, F.S.B.",0.0,1.0,1.0,2009,2000,1.0,0.0
19250,1349755.0,OCC,33,08/31/2022,Kansas City,First Savings Bank,0.0,1.0,1.0,2022,2020,1.0,0.0
19255,307021614.0,OTS,33,09/25/2008,San Francisco,Washington Mutual Bank,0.0,22.0,22.0,2008,2000,1.0,0.0
19262,18646936.0,OTS,33,02/13/2001,Dallas,Bank United,0.0,12.0,12.0,2001,2000,1.0,0.0
19263,1833.0,OTS,33,03/19/2001,Dallas,Pacific Southwest Bank,1.0,5.0,5.0,2001,2000,1.0,0.0
19265,16490888.0,OTS,33,01/03/1997,Dallas,"First Nationwide Bank, FSB",1.0,13.0,13.0,1997,1990,1.0,0.0
19267,719927.0,OTS,33,01/28/1994,Atlanta,Virginia Federal Savings Bank,0.0,1.0,1.0,1994,1990,1.0,0.0
19268,1765455.0,OTS,33,07/27/2001,Chicago,Superior Bank FSB,0.0,6.0,6.0,2001,2000,1.0,0.0
19270,451172.0,OTS,33,10/31/2003,Dallas,Bluebonnet Savings Bank FSB,1.0,1.0,1.0,2003,2000,1.0,0.0
19271,107093.0,OCC,33,09/30/2016,Atlanta,American Bank of Huntsville,0.0,4.0,4.0,2016,2010,1.0,0.0
19274,18410.0,OCC,3,02/09/2006,Atlanta,FBR National Trust Company,1.0,1.0,1.0,2006,2000,1.0,0.0
19276,140142.0,OCC,33,11/28/2013,New York,Colombo Bank,0.0,7.0,7.0,2013,2010,1.0,0.0
19282,24653.0,OCC,34,11/30/2012,New York,Hull Federal Savings Bank,0.0,1.0,1.0,2012,2010,1.0,0.0
19419,848596.0,OTS,38,07/19/1991,San Francisco,"Southwest Savings and Loan Association, FA",0.0,4.0,4.0,1991,1990,1.0,0.0
19456,209157.0,OTS,38,07/05/1991,New York,Colonial Federal Savings Association,0.0,1.0,1.0,1991,1990,1.0,0.0
19736,103942.0,OTS,33,01/15/2000,Kansas City,"UNICO Bank, Federal Savings Bank",0.0,1.0,1.0,2000,2000,1.0,0.0
19737,164819.0,OCC,33,08/31/2022,San Francisco,"Gateway Bank, F.S.B.",0.0,11.0,11.0,2022,2020,1.0,0.0
19738,280986.0,STATE,41,09/13/1999,Chicago,"Advance Bank, s.b.",0.0,1.0,1.0,1999,1990,1.0,0.0
19743,62727.0,OCC,33,05/06/2016,Atlanta,"SouthBank, a Federal Savings Bank",0.0,4.0,4.0,2016,2010,1.0,0.0
19745,2108698.0,OCC,33,08/31/2022,Dallas,Colorado Federal Savings Bank,0.0,8.0,8.0,2022,2020,1.0,0.0
19758,274330.0,OTS,33,07/02/1996,Dallas,"Colorado Savings Bank, F.S.B.",0.0,1.0,1.0,1996,1990,1.0,0.0
19814,16753.0,OTS,33,01/29/1993,Dallas,"Life Savings Bank, F.S.B.",0.0,1.0,1.0,1993,1990,1.0,0.0
19828,156243.0,OTS,33,09/14/2000,Kansas City,Reliastar Bank,1.0,1.0,1.0,2000,2000,1.0,0.0
19917,388780.0,STATE,81,06/29/1994,Dallas,First Federal Savings Bank,0.0,2.0,2.0,1994,1990,1.0,0.0
20118,2879.0,OTS,34,07/15/1994,Atlanta,Bay Federal Savings Bank,0.0,3.0,3.0,1994,1990,1.0,0.0
20149,84726.0,OTS,34,08/06/1993,New York,Marine View Federal Savings Bank,0.0,1.0,1.0,1993,1990,1.0,0.0
20165,1647135.0,OTS,37,01/01/2011,Dallas,IBERIABANK fsb,1.0,1.0,1.0,2011,2010,1.0,0.0
20244,1196762.0,OTS,34,09/16/1994,Chicago,Transohio Federal Savings Bank,0.0,1.0,1.0,1994,1990,1.0,0.0
20426,88778.0,OCC,33,08/31/2022,Dallas,Priority Bank,0.0,2.0,2.0,2022,2020,1.0,0.0
20440,2444512.0,OCC,3,04/01/2000,Chicago,TCF NATIONAL BANK,1.0,1.0,1.0,2000,2000,1.0,0.0
20450,18720.0,OCC,33,07/31/2015,Atlanta,"SouthBank, a Federal Savings Bank",0.0,4.0,4.0,2015,2010,1.0,0.0
20460,108239.0,OTS,33,01/23/1999,New York,Stamford Federal Savings Bank,0.0,1.0,1.0,1999,1990,1.0,0.0
20473,46141.0,OTS,33,04/15/2000,Chicago,"Matewan Bank, FSB",0.0,1.0,1.0,2000,2000,1.0,0.0
20478,4111503.0,OTS,43,02/29/1996,New York,CrossLand Federal Savings Bank,0.0,1.0,1.0,1996,1990,1.0,0.0
20500,29259.0,STATE,21,10/22/2010,Atlanta,The Gordon Bank,0.0,1.0,1.0,2010,2010,1.0,0.0
20504,494885.0,OCC,3,07/01/2011,New York,"Wilmington Trust, National Association",1.0,1.0,1.0,2011,2010,1.0,0.0
20515,287210.0,OCC,33,08/31/2022,Kansas City,Frontier Bank,1.0,2.0,2.0,2022,2020,1.0,0.0
20525,81563.0,OTS,33,11/30/2010,Dallas,"Dryades Savings Bank, F.S.B.",0.0,2.0,2.0,2010,2010,1.0,0.0
20540,37923.0,OTS,33,02/28/2003,New York,Enterprise Federal Savings Bank,0.0,1.0,1.0,2003,2000,1.0,0.0
20553,1770123.0,OCC,3,01/02/1999,New York,"Banco Popular, National Association (New Jersey)",0.0,4.0,4.0,1999,1990,1.0,0.0
20719,200.0,OCC,33,06/30/2013,New York,Monadnock Community Bank,0.0,1.0,1.0,2013,2010,1.0,0.0
20907,490656.0,OTS,33,04/24/2009,San Francisco,"First Bank of Idaho, FSB",0.0,1.0,1.0,2009,2000,1.0,0.0
20923,164335.0,OCC,33,08/29/2013,Atlanta,Bank of St. Augustine,0.0,1.0,1.0,2013,2010,1.0,0.0
20925,1166638.0,OCC,33,08/31/2022,Dallas,First Command Bank,1.0,2.0,2.0,2022,2020,1.0,0.0
21042,226307.0,OTS,33,10/31/2004,Kansas City,MidCountry Bank,0.0,1.0,1.0,2004,2000,1.0,0.0
21068,365959.0,STATE,21,08/31/2022,Dallas,American Bank of Oklahoma,0.0,7.0,7.0,2022,2020,1.0,0.0
21077,717331.0,OCC,33,03/30/2021,Chicago,"State Farm Bank, F.S.B.",0.0,4.0,4.0,2021,2020,1.0,0.0
21100,46792.0,OCC,33,08/27/2021,Atlanta,Home Federal Bank of Hollywood,0.0,3.0,3.0,2021,2020,1.0,0.0
21105,2236878.0,OCC,33,02/10/2014,Chicago,First Place Bank,0.0,2.0,2.0,2014,2010,1.0,0.0
21125,144688.0,OTS,33,08/21/2009,Atlanta,Ebank,0.0,5.0,5.0,2009,2000,1.0,0.0
21127,88031.0,OTS,33,03/26/2010,Atlanta,Key West Bank,0.0,2.0,2.0,2010,2010,1.0,0.0
21166,80736.0,OCC,33,11/07/2014,San Francisco,"Frontier Bank, FSB",0.0,1.0,1.0,2014,2010,1.0,0.0
21185,37594043.0,OCC,33,08/31/2022,Atlanta,"TIAA, FSB",0.0,1.0,1.0,2022,2020,1.0,0.0
21193,332596.0,OTS,33,02/18/2011,San Francisco,"San Luis Trust Bank, FSB",0.0,7.0,7.0,2011,2010,1.0,0.0
21237,148321.0,OTS,33,07/01/2004,Chicago,"First State,  FSB",0.0,2.0,2.0,2004,2000,1.0,0.0
21247,152659.0,OTS,33,10/31/2009,Atlanta,Manatee River Community Bank,0.0,2.0,2.0,2009,2000,1.0,0.0
21253,103455.0,STATE,21,08/31/2022,Atlanta,New Republic Bank,0.0,1.0,1.0,2022,2020,1.0,0.0
21263,85436.0,OTS,33,10/21/2005,Atlanta,"Equinox Bank, FSB",0.0,2.0,2.0,2005,2000,1.0,0.0
21283,129429.0,OTS,33,05/06/2011,Atlanta,Coastal Bank,0.0,3.0,3.0,2011,2010,1.0,0.0
21310,587884.0,STATE,13,09/01/2015,Dallas,Magna Bank,0.0,2.0,2.0,2015,2010,1.0,0.0
21330,4219.0,OTS,33,03/31/2011,New York,"Guardian Trust Company, FSB",1.0,4.0,4.0,2011,2010,1.0,0.0
21345,155566.0,OTS,33,03/05/2010,New York,Waterfield Bank,0.0,2.0,2.0,2010,2010,1.0,0.0
21386,228724.0,OCC,33,10/02/2021,Atlanta,CornerstoneBank,0.0,1.0,1.0,2021,2020,1.0,0.0
21389,147961.0,OTS,33,09/04/2009,Chicago,Platinum Community Bank,0.0,3.0,3.0,2009,2000,1.0,0.0
21433,128004.0,OTS,33,12/02/2006,Atlanta,1st Service Bank,0.0,1.0,1.0,2006,2000,1.0,0.0
21483,1022892.0,OCC,33,08/31/2022,San Francisco,Farm Bureau Bank FSB,0.0,1.0,1.0,2022,2020,1.0,0.0
21554,41482.0,OCC,33,08/31/2022,New York,AIG Federal Savings Bank,1.0,1.0,1.0,2022,2020,1.0,0.0
21582,1539.0,OTS,33,03/31/2008,New York,"INATrust, fsb",1.0,1.0,1.0,2008,2000,1.0,0.0
21602,55002198.0,OCC,33,04/01/2018,San Francisco,"American Express Bank,  FSB.",0.0,5.0,5.0,2018,2010,1.0,0.0
21623,1700117.0,OCC,33,08/19/2011,Atlanta,Lydian Private Bank,0.0,2.0,2.0,2011,2010,1.0,0.0
21635,54373.0,OCC,34,06/08/2012,Atlanta,Carolina Federal Savings Bank,0.0,5.0,5.0,2012,2010,1.0,0.0
21651,104884.0,OCC,33,08/31/2022,Chicago,United Trust Bank,0.0,5.0,5.0,2022,2020,1.0,0.0
21735,10719.0,OCC,33,08/31/2022,San Francisco,Davidson Trust Co.,1.0,3.0,3.0,2022,2020,1.0,0.0
21743,762714.0,OCC,33,08/31/2022,Chicago,The Federal Savings Bank,0.0,6.0,6.0,2022,2020,1.0,0.0
21749,48861.0,OCC,33,04/20/2012,New York,"Fort Lee Federal Savings Bank, FSB",0.0,2.0,2.0,2012,2010,1.0,0.0
22218,33326143.0,OCC,33,08/31/2022,Dallas,MidFirst Bank,1.0,5.0,5.0,2022,2020,1.0,0.0
22653,929742.0,STATE,21,05/25/2018,Atlanta,Atlantic Coast Bank,0.0,1.0,1.0,2018,2010,1.0,0.0
23600,518151.0,OTS,33,09/18/2009,Chicago,"Irwin Union Bank,  F.S.B.",0.0,2.0,2.0,2009,2000,1.0,0.0
23659,596688.0,OCC,33,08/31/2022,New York,Community Federal Savings Bank,0.0,1.0,1.0,2022,2020,1.0,0.0
23704,131990.0,STATE,85,06/12/2015,New York,Union Federal Savings Bank,0.0,2.0,2.0,2015,2010,1.0,0.0
23747,224955.0,OCC,33,06/01/2014,Atlanta,"Harrington Bank, FSB",0.0,2.0,2.0,2014,2010,1.0,0.0
23750,1779439.0,OCC,3,08/31/2022,Chicago,Citizens Community Federal National Association,0.0,1.0,1.0,2022,2020,1.0,0.0
23777,42019.0,OCC,3,07/01/2005,Atlanta,"Omni Interim, National Association",0.0,2.0,2.0,2005,2000,1.0,0.0
23866,982396.0,STATE,21,08/31/2022,San Francisco,Sound Community Bank,0.0,1.0,1.0,2022,2020,1.0,0.0
23918,132460.0,OCC,33,02/04/2020,Dallas,"Grand Mountain Bank, FSB",0.0,2.0,2.0,2020,2020,1.0,0.0
23937,364834.0,STATE,21,04/01/2019,Atlanta,The Oculina Bank,0.0,1.0,1.0,2019,2010,1.0,0.0
24011,64344.0,OTS,33,07/30/2010,Atlanta,Bayside Savings Bank,0.0,2.0,2.0,2010,2010,1.0,0.0
24090,793429.0,OCC,33,08/31/2022,New York,Quontic Bank,0.0,5.0,5.0,2022,2020,1.0,0.0
24186,259.0,OCC,33,03/31/2014,New York,Saddle River Valley Bank,0.0,1.0,1.0,2014,2010,1.0,0.0
24202,65498.0,OTS,33,10/23/2009,Atlanta,Partners Bank,0.0,2.0,2.0,2009,2000,1.0,0.0
24273,1338340.0,OCC,33,12/18/2014,Dallas,OmniAmerican Bank,0.0,3.0,3.0,2014,2010,1.0,0.0
24282,676475.0,OCC,33,01/01/2015,New York,Continental Bank,0.0,1.0,1.0,2015,2010,1.0,0.0
24335,59252.0,OCC,33,03/29/2013,Atlanta,"Reliance Bank, FSB",0.0,1.0,1.0,2013,2010,1.0,0.0
24341,148658.0,OTS,33,02/01/2010,Atlanta,Liberty Bank,0.0,2.0,2.0,2010,2010,1.0,0.0
24494,23292.0,OCC,33,10/25/2019,Chicago,Resolute Bank,0.0,1.0,1.0,2019,2010,1.0,0.0
24572,208204.0,OTS,33,06/03/2011,Atlanta,Atlantic Bank and Trust,0.0,1.0,1.0,2011,2010,1.0,0.0
24592,213094.0,STATE,21,04/01/2018,Atlanta,Sunshine Community Bank,0.0,1.0,1.0,2018,2010,1.0,0.0
24625,68201.0,OTS,33,12/17/2010,Atlanta,"Appalachian Community Bank, F.S.B.",0.0,10.0,10.0,2010,2010,1.0,0.0
24702,20330.0,OCC,33,06/22/2018,San Francisco,High Desert Bank,0.0,1.0,1.0,2018,2010,1.0,0.0
24781,8407.0,OCC,33,12/31/2017,Atlanta,The Trust Company of Virginia,1.0,2.0,2.0,2017,2010,1.0,0.0
24828,59415.0,OCC,33,10/20/2012,Atlanta,1st Commonwealth Bank of Virginia,0.0,11.0,11.0,2012,2010,1.0,0.0
24906,47562923.0,OCC,3,01/04/2022,San Francisco,"CIT Bank, National Association",0.0,1.0,1.0,2022,2020,1.0,0.0
25577,103965.0,OTS,33,09/19/2008,Atlanta,"Ameribank, Inc.",0.0,2.0,2.0,2008,2000,1.0,0.0
26385,166456.0,OTS,33,04/17/2009,Kansas City,American Sterling Bank,0.0,11.0,11.0,2009,2000,1.0,0.0
27055,2576594.0,OCC,33,08/31/2022,New York,Westfield Bank,0.0,1.0,1.0,2022,2020,1.0,0.0
